Type;Shop;On_Sale;For;Known_Brand;Leather;Color;Prijs 
boots;online;no;male;no;yes;brown;330
boots;online;no;female;no;yes;brown;417
boots;online;yes;male;no;yes;gray;279,3
boots;online;yes;female;no;yes;gray;180
boots;online;no;male;no;yes;gray;255
boots;online;no;female;no;yes;gray;258
boots;online;yes;male;no;yes;white;79,8
boots;online;yes;female;no;yes;white;130,5
boots;online;no;male;no;yes;white;159
boots;online;no;female;no;yes;white;384
boots;online;yes;female;no;yes;red;266,7
boots;online;no;female;no;yes;red;312
boots;online;yes;male;no;yes;blue;186,9
boots;online;yes;female;no;yes;blue;156
boots;online;no;male;no;yes;blue;444
boots;online;no;female;no;yes;blue;420
wedges;online;yes;female;no;no;black;26,1
wedges;online;no;female;no;no;black;63
wedges;online;yes;female;no;no;brown;27,72
wedges;online;no;female;no;no;brown;67,2
wedges;online;yes;female;no;no;gray;36,6
wedges;online;no;female;no;no;gray;76,2
wedges;online;yes;female;no;no;white;22,68
wedges;online;no;female;no;no;white;69
wedges;online;yes;female;no;no;red;31,08
wedges;online;no;female;no;no;red;53,4
wedges;online;yes;female;no;no;blue;37,2
wedges;online;no;female;no;no;blue;65,4
sneakers;online;yes;male;no;no;black;42,75
sneakers;online;yes;female;no;no;black;53,1
sneakers;online;no;male;no;no;black;134,1
sneakers;online;no;female;no;no;black;72,9
sneakers;online;yes;male;no;no;brown;26,55
sneakers;online;no;male;no;no;brown;58,5
sneakers;online;yes;male;no;no;gray;32,4
sneakers;online;yes;female;no;no;gray;36
sneakers;online;no;male;no;no;gray;105,3
sneakers;online;no;female;no;no;gray;33,3
sneakers;online;yes;male;no;no;white;48,15
sneakers;online;yes;female;no;no;white;34,65
sneakers;online;no;male;no;no;white;119,7
sneakers;online;no;female;no;no;white;66,6
sneakers;online;yes;male;no;no;red;63
sneakers;online;yes;female;no;no;red;32,4
sneakers;online;no;male;no;no;red;72
sneakers;online;no;female;no;no;red;82,8
sneakers;online;yes;male;no;no;blue;41,85
sneakers;online;yes;female;no;no;blue;37,8
sneakers;online;no;male;no;no;blue;120,6
sneakers;online;no;female;no;no;blue;105,3
heals;online;yes;female;no;no;black;109,2
heals;online;no;female;no;no;black;128,8
heals;online;yes;female;no;no;brown;92,4
heals;online;no;female;no;no;brown;51,8
heals;online;yes;female;no;no;gray;116,62
heals;online;no;female;no;no;gray;155,4
heals;online;yes;female;no;no;white;87,22
heals;online;no;female;no;no;white;169,4
heals;online;yes;female;no;no;red;88,2
heals;online;no;female;no;no;red;183,4
heals;online;yes;female;no;no;blue;79,1
heals;online;no;female;no;no;blue;165,2
sandals;online;yes;male;no;no;black;12
sandals;online;yes;female;no;no;black;10,05
sandals;online;no;male;no;no;black;27,6
sandals;online;no;female;no;no;black;31,8
sandals;online;yes;male;no;no;brown;19,35
sandals;online;yes;female;no;no;brown;11,4
sandals;online;no;male;no;no;brown;25,5
sandals;online;no;female;no;no;brown;56,7
sandals;online;yes;male;no;no;gray;12,15
sandals;online;yes;female;no;no;gray;23,7
sandals;online;no;male;no;no;gray;38,7
sandals;online;no;female;no;no;gray;24,9
sandals;online;yes;male;no;no;white;14,55
sandals;online;yes;female;no;no;white;19,74
sandals;online;no;male;no;no;white;34,2
sandals;online;no;female;no;no;white;42,3
sandals;online;yes;male;no;no;red;7,65
sandals;online;yes;female;no;no;red;33,81
sandals;online;no;male;no;no;red;36,9
sandals;online;no;female;no;no;red;25,2
sandals;online;yes;male;no;no;blue;20,16
sandals;online;yes;female;no;no;blue;16,35
sandals;online;no;male;no;no;blue;32,7
sandals;online;no;female;no;no;blue;40,8
boots;online;yes;male;no;no;black;133
boots;online;yes;female;no;no;black;124,6
boots;online;no;male;no;no;black;192
boots;online;no;female;no;no;black;244
boots;online;yes;male;no;no;brown;145,6
boots;online;yes;female;no;no;brown;134
boots;online;no;male;no;no;brown;158
boots;online;no;female;no;no;brown;228
boots;online;yes;male;no;no;gray;109
boots;online;yes;female;no;no;gray;142
boots;online;no;male;no;no;gray;120
boots;online;no;female;no;no;gray;200
boots;online;yes;male;no;no;white;102
boots;online;yes;female;no;no;white;30
boots;online;no;male;no;no;white;274
boots;online;no;female;no;no;white;368
boots;online;yes;female;no;no;red;93
boots;online;no;female;no;no;red;218
boots;online;yes;male;no;no;blue;86
boots;online;yes;female;no;no;blue;112
boots;online;no;male;no;no;blue;178
boots;online;no;female;no;no;blue;194
wedges;online;yes;female;no;yes;black;67,05
wedges;online;no;female;no;yes;black;67,5
wedges;online;yes;female;no;yes;brown;37,35
wedges;online;no;female;no;yes;brown;88,2
wedges;online;yes;female;no;yes;gray;43,2
wedges;online;no;female;no;yes;gray;128,7
wedges;online;yes;female;no;yes;white;72,45
wedges;online;no;female;no;yes;white;63,9
wedges;online;yes;female;no;yes;red;51,03
wedges;online;no;female;no;yes;red;104,4
wedges;online;yes;female;no;yes;blue;40,05
wedges;online;no;female;no;yes;blue;144
sneakers;online;yes;male;no;yes;black;140,805
sneakers;online;yes;female;no;yes;black;78,975
sneakers;online;no;male;no;yes;black;157,95
sneakers;online;no;female;no;yes;black;121,5
sneakers;online;yes;male;no;yes;brown;83,025
sneakers;online;no;male;no;yes;brown;180,9
sneakers;online;yes;male;no;yes;gray;70,2
sneakers;online;yes;female;no;yes;gray;106,65
sneakers;online;no;male;no;yes;gray;162
sneakers;online;no;female;no;yes;gray;130,95
sneakers;online;yes;male;no;yes;white;104,895
sneakers;online;yes;female;no;yes;white;89,775
sneakers;online;no;male;no;yes;white;118,8
sneakers;online;no;female;no;yes;white;130,95
sneakers;online;yes;male;no;yes;red;115,425
sneakers;online;yes;female;no;yes;red;58,05
sneakers;online;no;male;no;yes;red;172,8
sneakers;online;no;female;no;yes;red;168,75
sneakers;online;yes;male;no;yes;blue;139,86
sneakers;online;yes;female;no;yes;blue;78,3
sneakers;online;no;male;no;yes;blue;35,1
sneakers;online;no;female;no;yes;blue;99,9
heals;online;yes;female;no;yes;black;169,05
heals;online;no;female;no;yes;black;226,8
heals;online;yes;female;no;yes;brown;166,95
heals;online;no;female;no;yes;brown;298,2
heals;online;yes;female;no;yes;gray;120,75
heals;online;no;female;no;yes;gray;214,2
heals;online;yes;female;no;yes;white;56,7
heals;online;no;female;no;yes;white;327,6
heals;online;yes;female;no;yes;red;152,88
heals;online;no;female;no;yes;red;113,4
heals;online;yes;female;no;yes;blue;118,65
heals;online;no;female;no;yes;blue;216,3
sandals;online;yes;male;no;yes;black;18,675
sandals;online;yes;female;no;yes;black;36,225
sandals;online;no;male;no;yes;black;35,55
sandals;online;no;female;no;yes;black;27
sandals;online;yes;male;no;yes;brown;14,805
sandals;online;yes;female;no;yes;brown;20,025
sandals;online;no;male;no;yes;brown;36,45
sandals;online;no;female;no;yes;brown;50,85
sandals;online;yes;male;no;yes;gray;12,375
sandals;online;yes;female;no;yes;gray;21,15
sandals;online;no;male;no;yes;gray;24,75
sandals;online;no;female;no;yes;gray;69,3
sandals;online;yes;male;no;yes;white;21,6
sandals;online;yes;female;no;yes;white;43,155
sandals;online;no;male;no;yes;white;51,75
sandals;online;no;female;no;yes;white;57,15
sandals;online;yes;male;no;yes;red;20,475
sandals;online;yes;female;no;yes;red;31,05
sandals;online;no;male;no;yes;red;64,8
sandals;online;no;female;no;yes;red;17,1
sandals;online;yes;male;no;yes;blue;21,375
sandals;online;yes;female;no;yes;blue;18
sandals;online;no;male;no;yes;blue;47,25
sandals;online;no;female;no;yes;blue;33,3
boots;online;yes;male;no;yes;black;226,8
boots;online;yes;female;no;yes;black;177
boots;online;no;male;no;yes;black;321
boots;online;no;female;no;yes;black;288
boots;online;yes;male;no;yes;brown;91,5
boots;online;yes;female;no;yes;brown;153
boots;online;no;male;no;yes;brown;252
boots;online;no;female;no;yes;brown;186
boots;online;yes;male;no;yes;gray;147
boots;online;yes;female;no;yes;gray;197,4
boots;online;no;male;no;yes;gray;318
boots;online;no;female;no;yes;gray;390
boots;online;yes;male;no;yes;white;245,7
boots;online;yes;female;no;yes;white;208,5
boots;online;no;male;no;yes;white;234
boots;online;no;female;no;yes;white;222
boots;online;yes;female;no;yes;red;203,7
boots;online;no;female;no;yes;red;423
boots;online;yes;male;no;yes;blue;208,5
boots;online;yes;female;no;yes;blue;144
boots;online;no;male;no;yes;blue;246
boots;online;no;female;no;yes;blue;162
wedges;online;yes;female;no;no;black;36
wedges;online;no;female;no;no;black;60,6
wedges;online;yes;female;no;no;brown;19,5
wedges;online;no;female;no;no;brown;54
wedges;online;yes;female;no;no;gray;13,5
wedges;online;no;female;no;no;gray;67,8
wedges;online;yes;female;no;no;white;39,9
wedges;online;no;female;no;no;white;89,4
wedges;online;yes;female;no;no;red;17,7
wedges;online;no;female;no;no;red;77,4
wedges;online;yes;female;no;no;blue;31,2
wedges;online;no;female;no;no;blue;61,2
sneakers;online;yes;male;no;no;black;54,45
sneakers;online;yes;female;no;no;black;61,2
sneakers;online;no;male;no;no;black;61,2
sneakers;online;no;female;no;no;black;126
sneakers;online;yes;male;no;no;brown;28,8
sneakers;online;no;male;no;no;brown;61,2
sneakers;online;yes;male;no;no;gray;36
sneakers;online;yes;female;no;no;gray;54,9
sneakers;online;no;male;no;no;gray;61,2
sneakers;online;no;female;no;no;gray;99
sneakers;online;yes;male;no;no;white;50,4
sneakers;online;yes;female;no;no;white;47,25
sneakers;online;no;male;no;no;white;105,3
sneakers;online;no;female;no;no;white;58,5
sneakers;online;yes;male;no;no;red;58,5
sneakers;online;yes;female;no;no;red;46,35
sneakers;online;no;male;no;no;red;109,8
sneakers;online;no;female;no;no;red;63
sneakers;online;yes;male;no;no;blue;64,26
sneakers;online;yes;female;no;no;blue;56,7
sneakers;online;no;male;no;no;blue;117
sneakers;online;no;female;no;no;blue;87,3
heals;online;yes;female;no;no;black;30,8
heals;online;no;female;no;no;black;93,8
heals;online;yes;female;no;no;brown;74,9
heals;online;no;female;no;no;brown;173,6
heals;online;yes;female;no;no;gray;79,8
heals;online;no;female;no;no;gray;114,8
heals;online;yes;female;no;no;white;116,9
heals;online;no;female;no;no;white;142,8
heals;online;yes;female;no;no;red;88,2
heals;online;no;female;no;no;red;123,2
heals;online;yes;female;no;no;blue;46,9
heals;online;no;female;no;no;blue;169,4
sandals;online;yes;male;no;no;black;19,65
sandals;online;yes;female;no;no;black;23,25
sandals;online;no;male;no;no;black;25,2
sandals;online;no;female;no;no;black;15,3
sandals;online;yes;male;no;no;brown;22,35
sandals;online;yes;female;no;no;brown;16,2
sandals;online;no;male;no;no;brown;19,8
sandals;online;no;female;no;no;brown;24,9
sandals;online;yes;male;no;no;gray;11,4
sandals;online;yes;female;no;no;gray;20,25
sandals;online;no;male;no;no;gray;35,4
sandals;online;no;female;no;no;gray;32,1
sandals;online;yes;male;no;no;white;16,05
sandals;online;yes;female;no;no;white;11,25
sandals;online;no;male;no;no;white;39
sandals;online;no;female;no;no;white;33
sandals;online;yes;male;no;no;red;19,32
sandals;online;yes;female;no;no;red;19,74
sandals;online;no;male;no;no;red;29,1
sandals;online;no;female;no;no;red;21,9
sandals;online;yes;male;no;no;blue;25,62
sandals;online;yes;female;no;no;blue;21,3
sandals;online;no;male;no;no;blue;52,2
sandals;online;no;female;no;no;blue;34,5
boots;online;yes;male;no;no;black;105
boots;online;yes;female;no;no;black;106
boots;online;no;male;no;no;black;140
boots;online;no;female;no;no;black;164
boots;online;yes;male;no;no;brown;80
boots;online;yes;female;no;no;brown;75
boots;online;no;male;no;no;brown;222
boots;online;no;female;no;no;brown;134
boots;online;yes;male;no;no;gray;120
boots;online;yes;female;no;no;gray;124
boots;online;no;male;no;no;gray;262
boots;online;no;female;no;no;gray;198
boots;online;yes;male;no;no;white;166,6
boots;online;yes;female;no;no;white;215,6
boots;online;no;male;no;no;white;204
boots;online;no;female;no;no;white;190
boots;online;yes;female;no;no;red;153
boots;online;no;female;no;no;red;50
boots;online;yes;male;no;no;blue;86
boots;online;yes;female;no;no;blue;173
boots;online;no;male;no;no;blue;172
boots;online;no;female;no;no;blue;166
wedges;online;yes;female;no;yes;black;28,35
wedges;online;no;female;no;yes;black;111,6
wedges;online;yes;female;no;yes;brown;23,31
wedges;online;no;female;no;yes;brown;68,4
wedges;online;yes;female;no;yes;gray;73,71
wedges;online;no;female;no;yes;gray;90
wedges;online;yes;female;no;yes;white;74,97
wedges;online;no;female;no;yes;white;93,6
wedges;online;yes;female;no;yes;red;75,6
wedges;online;no;female;no;yes;red;54,9
wedges;online;yes;female;no;yes;blue;67,41
wedges;online;no;female;no;yes;blue;47,7
sneakers;online;yes;male;no;yes;black;116,235
sneakers;online;yes;female;no;yes;black;61,425
sneakers;online;no;male;no;yes;black;162
sneakers;online;no;female;no;yes;black;113,4
sneakers;online;yes;male;no;yes;brown;74,25
sneakers;online;no;male;no;yes;brown;178,2
sneakers;online;yes;male;no;yes;gray;27,675
sneakers;online;yes;female;no;yes;gray;41,58
sneakers;online;no;male;no;yes;gray;60,75
sneakers;online;no;female;no;yes;gray;168,75
sneakers;online;yes;male;no;yes;white;75,6
sneakers;online;yes;female;no;yes;white;53,325
sneakers;online;no;male;no;yes;white;195,75
sneakers;online;no;female;no;yes;white;140,4
sneakers;online;yes;male;no;yes;red;35,1
sneakers;online;yes;female;no;yes;red;46,575
sneakers;online;no;male;no;yes;red;78,3
sneakers;online;no;female;no;yes;red;174,15
sneakers;online;yes;male;no;yes;blue;55,35
sneakers;online;yes;female;no;yes;blue;43,875
sneakers;online;no;male;no;yes;blue;112,05
sneakers;online;no;female;no;yes;blue;101,25
heals;online;yes;female;no;yes;black;132,3
heals;online;no;female;no;yes;black;239,4
heals;online;yes;female;no;yes;brown;114,45
heals;online;no;female;no;yes;brown;235,2
heals;online;yes;female;no;yes;gray;148,47
heals;online;no;female;no;yes;gray;151,2
heals;online;yes;female;no;yes;white;121,8
heals;online;no;female;no;yes;white;157,5
heals;online;yes;female;no;yes;red;71,4
heals;online;no;female;no;yes;red;142,8
heals;online;yes;female;no;yes;blue;132,3
heals;online;no;female;no;yes;blue;270,9
sandals;online;yes;male;no;yes;black;10,575
sandals;online;yes;female;no;yes;black;21,6
sandals;online;no;male;no;yes;black;48,6
sandals;online;no;female;no;yes;black;36,9
sandals;online;yes;male;no;yes;brown;27,675
sandals;online;yes;female;no;yes;brown;24,3
sandals;online;no;male;no;yes;brown;42,75
sandals;online;no;female;no;yes;brown;37,35
sandals;online;yes;male;no;yes;gray;27
sandals;online;yes;female;no;yes;gray;28,125
sandals;online;no;male;no;yes;gray;51,3
sandals;online;no;female;no;yes;gray;41,85
sandals;online;yes;male;no;yes;white;40,32
sandals;online;yes;female;no;yes;white;16,425
sandals;online;no;male;no;yes;white;46,8
sandals;online;no;female;no;yes;white;63,9
sandals;online;yes;male;no;yes;red;21,15
sandals;online;yes;female;no;yes;red;16,875
sandals;online;no;male;no;yes;red;71,1
sandals;online;no;female;no;yes;red;41,85
sandals;online;yes;male;no;yes;blue;25,425
sandals;online;yes;female;no;yes;blue;17,1
sandals;online;no;male;no;yes;blue;49,05
sandals;online;no;female;no;yes;blue;51,3
boots;online;yes;male;no;yes;black;150
boots;online;yes;female;no;yes;black;231
boots;online;no;male;no;yes;black;408
boots;online;no;female;no;yes;black;174
boots;online;yes;male;no;yes;brown;222,6
boots;online;yes;female;no;yes;brown;84
boots;online;no;male;no;yes;brown;303
boots;online;no;female;no;yes;brown;474
boots;online;yes;male;no;yes;gray;192
boots;online;yes;female;no;yes;gray;150
boots;online;no;male;no;yes;gray;270
boots;online;no;female;no;yes;gray;348
boots;online;yes;male;no;yes;white;198
boots;online;yes;female;no;yes;white;150
boots;online;no;male;no;yes;white;444
boots;online;no;female;no;yes;white;228
boots;online;yes;female;no;yes;red;84
boots;online;no;female;no;yes;red;234
boots;online;yes;male;no;yes;blue;141
